Normal Distribution: Data size = 1000, Mean = 0.045593, Variance = 0.928037

-0.0980933, -0.0958182, -0.0917415, -0.0907039, -0.0875781, -0.085713, -0.0835897, -0.0803705, -0.0783964, -0.0689317, -0.0677086, -0.0657066, -0.0646782, -0.0592464, -0.0577569, 
-0.0548617, -0.0538394, -0.0441413, -0.0360592, -0.0344961, -0.0338809, -0.0322635, -0.0291549, -0.0280674, -0.0218092, -0.0211078, -0.0175484, -0.0166247, -0.0143549, -0.00990317, 
-0.00980696, -0.00887528, -0.00599609, -0.00221445, 0.000777332, 0.000805313, 0.00291245, 0.00356432, 0.00597629, 0.00734982, 0.00846156, 0.0102623, 0.0134381, 0.0160118, 0.0160372, 
0.0161856, 0.0206398, 0.0225929, 0.0231285, 0.0235363, 0.026517, 0.0270916, 0.0291551, 0.0293247, 0.0309085, 0.031397, 0.0350097, 0.0378809, 0.0398518, 0.0417247, 
0.0432584, 0.0435699, 0.0465794, 0.0465919, 0.0512953, 0.0573198, 0.0594698, 0.060431, 0.0615445, 0.0617047, 0.0659787, 0.0673812, 0.068846, 0.0744841, 0.0778879, 
0.0828465, 0.0836241, 0.0858273, 0.087104, 0.0875124, 0.0923898, 0.0938579, 0.0952001, 0.0963095, 0.0965058, 0.100192, 0.110881, 0.110898, 0.11107, 0.111849, 
0.111869, 0.11223, 0.112833, 0.114552, 0.117754, 0.118707, 0.11927, 0.121374, 0.124035, 0.127004, 0.128459, 0.13124, 0.132553, 0.139388, 0.139992, 
0.140338, 0.142485, 0.142614, 0.143506, 0.144974, 0.147359, 0.1488, 0.150025, 0.150121, 0.157711, 0.16088, 0.16678, 0.168304, 0.168326, 0.170243, 
0.170605, 0.171603, 0.173151, 0.173887, 0.17424, 0.177896, 0.178047, 0.178869, 0.18448, 0.187751, 0.192934, 0.193376, 0.193482, 0.195087, 0.195374, 
0.196323, 0.197175, 0.204073, 0.210955, 0.211303, 0.216811, 0.218163, 0.218632, 0.223029, 0.22408, 0.225171, 0.225544, 0.228505, 0.232442, 0.233795, 
0.237025, 0.238239, 0.238697, 0.240831, 0.244863, 0.246716, 0.249134, 0.249319, 0.251461, 0.253965, 0.254227, 0.254408, 0.256552, 0.257728, 0.257768, 
0.259001, 0.259182, 0.259441, 0.264398, 0.264402, 0.265672, 0.265721, 0.26884, 0.272292, 0.275298, 0.276921, 0.279622, 0.28254, 0.284135, 0.296359, 
0.296547, 0.297284, 0.297567, 0.302734, 0.307438, 0.308358, 0.308939, 0.310617, 0.310863, 0.316979, 0.317743, 0.319833, 0.322635, 0.322715, 0.329506, 
0.33276, 0.334445, 0.337492, 0.340837, 0.341405, 0.347007, 0.347936, 0.350432, 0.350924, 0.358219, 0.361598, 0.363825, 0.364797, 0.365859, 0.372305, 
0.383341, 0.387788, 0.388439, 0.389077, 0.389177, 0.391009, 0.391937, 0.395014, 0.399493, 0.402797, 0.403456, 0.405633, 0.405634, 0.411849, 0.412017, 
0.416325, 0.416528, 0.417357, 0.420084, 0.420206, 0.420237, 0.420769, 0.424731, 0.426941, 0.438691, 0.438936, 0.441667, 0.441817, 0.443261, 0.44833, 
0.45155, 0.453547, 0.454727, 0.458849, 0.460326, 0.463294, 0.463492, 0.464406, 0.465029, 0.469297, 0.470608, 0.472736, 0.475839, 0.481949, 0.483447, 
0.486966, 0.487985, 0.489673, 0.491156, 0.49117, 0.491817, 0.492652, 0.493147, 0.494656, 0.495615, 0.495957, 0.49712, 0.514686, 0.516312, 0.519573, 
0.523496, 0.524409, 0.52635, 0.528345, 0.530579, 0.532312, 0.533578, 0.535699, 0.537457, 0.539672, 0.540705, 0.542201, 0.554278, 0.555568, 0.556183, 
0.556857, 0.557452, 0.559933, 0.563272, 0.566466, 0.568448, 0.572953, 0.574989, 0.576897, 0.577736, 0.579924, 0.583572, 0.586432, 0.588309, 0.588524, 
0.589854, 0.59335, 0.593586, 0.594547, 0.595726, 0.595824, 0.596292, 0.598094, 0.60147, 0.601877, 0.607837, 0.612223, 0.613266, 0.614045, 0.614267, 
0.615506, 0.622701, 0.627859, 0.628229, 0.63079, 0.634596, 0.64408, 0.652983, 0.655212, 0.66104, 0.668568, 0.669168, 0.673977, 0.675889, 0.679007, 
0.683907, 0.684313, 0.687449, 0.691165, 0.692151, 0.696541, 0.698872, 0.699063, 0.701159, 0.701646, 0.702788, 0.708281, 0.710193, 0.712293, 0.716944, 
0.729846, 0.730316, 0.731592, 0.732907, 0.733603, 0.740878, 0.742389, 0.743847, 0.743893, 0.757509, 0.758167, 0.758712, 0.762075, 0.763672, 0.774032, 
0.775494, 0.77842, 0.782319, 0.795572, 0.795944, 0.800478, 0.807641, 0.808473, 0.812971, 0.814956, 0.822599, 0.826451, 0.826646, 0.837645, 0.842077, 
0.847522, 0.848087, 0.856615, 0.859944, 0.860785, 0.861957, 0.862789, 0.86628, 0.866799, 0.870573, 0.874944, 0.877001, 0.884413, 0.888478, 0.888528, 
0.89445, 0.894689, 0.894918, 0.895682, 0.896586, 0.898688, 0.904577, 0.905933, 0.909992, 0.910572, 0.912122, 0.91889, 0.920278, 0.920918, 0.936142, 
0.93699, 0.942858, 0.944649, 0.945366, 0.947904, 0.948147, 0.948354, 0.954267, 0.956403, 0.956456, 0.961887, 0.963662, 0.964441, 0.967692, 0.977994, 
0.979723, 0.981438, 0.984433, 0.984972, 0.987509, 0.99704, 1.00095, 1.00209, 1.00973, 1.01364, 1.01414, 1.0153, 1.01706, 1.02221, 1.02452, 
1.02486, 1.02943, 1.03249, 1.03309, 1.03871, 1.04108, 1.04262, 1.05159, 1.05296, 1.05699, 1.06463, 1.0703, 1.08964, 1.09122, 1.09386, 
1.0983, 1.09969, 1.10189, 1.10317, 1.11299, 1.11673, 1.11707, 1.11751, 1.11952, 1.11975, 1.12181, 1.12783, 1.12801, 1.13241, 1.13599, 
1.1399, 1.14143, 1.14146, 1.16059, 1.16144, 1.16474, 1.17161, 1.17475, 1.17689, 1.18673, 1.20254, 1.20513, 1.20756, 1.20825, 1.20995, 
1.21168, 1.2156, 1.2221, 1.22936, 1.23183, 1.24042, 1.24062, 1.25092, 1.25465, 1.25781, 1.26464, 1.26492, 1.27049, 1.27308, 1.27622, 
1.28887, 1.28979, 1.29284, 1.2933, 1.30032, 1.30109, 1.3028, 1.30288, 1.30603, 1.30695, 1.31176, 1.32138, 1.3273, 1.33877, 1.3451, 
1.35106, 1.35241, 1.35914, 1.36551, 1.36752, 1.38259, 1.38954, 1.40045, 1.40157, 1.433, 1.45669, 1.46273, 1.47034, 1.48422, 1.48978, 
1.51048, 1.51667, 1.51998, 1.54953, 1.56489, 1.5657, 1.58669, 1.5927, 1.597, 1.59807, 1.61269, 1.62616, 1.63098, 1.64319, 1.64689, 
1.67632, 1.68168, 1.68668, 1.68942, 1.70879, 1.71942, 1.73608, 1.73942, 1.75236, 1.7821, 1.79825, 1.80179, 1.81071, 1.82732, 1.86266, 
1.86645, 1.88065, 1.89195, 1.90559, 1.93032, 2.08115, 2.11741, 2.13481, 2.1637, 2.23165, 2.26073, 2.38943, 2.40298, 2.42179, 2.45946, 
2.4805, 2.57971, 2.60721, 2.74678, 2.80973, 2.81173, 2.86101, 2.99717, 3.06747, 3.07472

Uniform Distribution: Data size = 1000, Mean = 0.507284, Variance = 0.0857935

0.00295343, 0.00503122, 0.00701183, 0.00849404, 0.00978624, 0.0100485, 0.0124967, 0.0144022, 0.0146374, 0.0148463, 0.0149978, 0.0150152, 0.0161212, 0.0166137, 0.0169068, 
0.017194, 0.0180706, 0.0194582, 0.02045, 0.0211476, 0.0212094, 0.0235025, 0.0237623, 0.0242761, 0.0247451, 0.0250174, 0.0257239, 0.0267363, 0.027041, 0.0322309, 
0.0326203, 0.0332839, 0.035093, 0.0364246, 0.0365556, 0.0375662, 0.0381027, 0.0381231, 0.0384993, 0.0406387, 0.0409375, 0.0416995, 0.0442142, 0.0451592, 0.0461548, 
0.0475031, 0.0512913, 0.0516332, 0.0519711, 0.0525983, 0.0536615, 0.0556088, 0.0566112, 0.0602896, 0.0607953, 0.0637694, 0.0638974, 0.0656674, 0.0672387, 0.0696599, 
0.0728594, 0.0729275, 0.073265, 0.0756344, 0.0764431, 0.0773566, 0.0775441, 0.0779661, 0.0780503, 0.0784703, 0.0785675, 0.0785792, 0.0805163, 0.0807602, 0.0808248, 
0.0809453, 0.0823193, 0.0831269, 0.0832975, 0.0836315, 0.0857589, 0.0868074, 0.0868142, 0.0884438, 0.0890863, 0.0896425, 0.0909429, 0.0910853, 0.0920333, 0.0920735, 
0.0926109, 0.0935931, 0.0983068, 0.0986109, 0.0992452, 0.0996237, 0.0996309, 0.100825, 0.100967, 0.102816, 0.103395, 0.104512, 0.104532, 0.105481, 0.10651, 
0.106531, 0.106594, 0.107898, 0.108025, 0.110915, 0.111207, 0.113057, 0.113816, 0.113902, 0.113902, 0.115696, 0.116133, 0.119571, 0.119597, 0.120434, 
0.120662, 0.121098, 0.12358, 0.125816, 0.126698, 0.127553, 0.128522, 0.130924, 0.134008, 0.136092, 0.138325, 0.139101, 0.139262, 0.139756, 0.139883, 
0.140475, 0.142172, 0.146666, 0.147508, 0.149706, 0.15094, 0.151668, 0.15189, 0.152618, 0.153809, 0.1541, 0.155036, 0.15547, 0.156233, 0.157067, 
0.160459, 0.161096, 0.161106, 0.161141, 0.161265, 0.162482, 0.162671, 0.162843, 0.163526, 0.164531, 0.164643, 0.16597, 0.166441, 0.166883, 0.167661, 
0.167998, 0.170069, 0.171908, 0.172844, 0.175478, 0.175619, 0.176639, 0.177105, 0.177878, 0.178161, 0.179487, 0.180389, 0.181191, 0.181563, 0.182047, 
0.182582, 0.18442, 0.186542, 0.186789, 0.187935, 0.18803, 0.189757, 0.18993, 0.190679, 0.191207, 0.191987, 0.193077, 0.193221, 0.193542, 0.193634, 
0.194136, 0.1943, 0.194658, 0.197068, 0.197971, 0.198853, 0.19907, 0.20018, 0.200611, 0.202848, 0.206218, 0.206312, 0.207414, 0.207799, 0.207906, 
0.208548, 0.210626, 0.210656, 0.210787, 0.210963, 0.212666, 0.212874, 0.213147, 0.213604, 0.213812, 0.213869, 0.214249, 0.214502, 0.215398, 0.216894, 
0.21706, 0.217475, 0.217497, 0.220748, 0.221199, 0.22207, 0.22222, 0.222504, 0.2228, 0.223756, 0.224138, 0.224267, 0.227833, 0.228508, 0.230722, 
0.232386, 0.232404, 0.233066, 0.233345, 0.235139, 0.235788, 0.237186, 0.238546, 0.239498, 0.243736, 0.243874, 0.244166, 0.245148, 0.246162, 0.246531, 
0.246657, 0.247745, 0.248154, 0.24945, 0.24948, 0.251264, 0.252759, 0.253537, 0.253948, 0.25521, 0.255843, 0.256931, 0.258228, 0.258244, 0.258522, 
0.258674, 0.259541, 0.259652, 0.2599, 0.260106, 0.260742, 0.261141, 0.263626, 0.263959, 0.269308, 0.269725, 0.271832, 0.271861, 0.274468, 0.275126, 
0.275378, 0.27676, 0.277331, 0.277532, 0.277979, 0.278209, 0.279449, 0.28122, 0.283549, 0.286503, 0.287231, 0.288053, 0.288456, 0.289126, 0.289518, 
0.289805, 0.289956, 0.290752, 0.291139, 0.291968, 0.29302, 0.293642, 0.298005, 0.298838, 0.30015, 0.304983, 0.30511, 0.306212, 0.306723, 0.307239, 
0.308022, 0.308781, 0.311786, 0.313847, 0.314205, 0.315352, 0.317348, 0.318214, 0.319149, 0.319773, 0.320178, 0.320762, 0.321792, 0.322244, 0.322516, 
0.323137, 0.323151, 0.323779, 0.325328, 0.326238, 0.328607, 0.32913, 0.329996, 0.330412, 0.330737, 0.331651, 0.333481, 0.333701, 0.337887, 0.338811, 
0.340823, 0.341294, 0.342493, 0.342922, 0.345555, 0.34622, 0.34691, 0.349821, 0.351836, 0.353264, 0.354621, 0.355284, 0.355365, 0.359889, 0.361267, 
0.36234, 0.364077, 0.364768, 0.366756, 0.370178, 0.370248, 0.370371, 0.371146, 0.372218, 0.37375, 0.377865, 0.378278, 0.37903, 0.380296, 0.380942, 
0.384669, 0.38512, 0.3876, 0.388953, 0.389705, 0.389858, 0.389927, 0.394029, 0.395715, 0.397641, 0.397974, 0.397983, 0.399357, 0.402021, 0.402987, 
0.403053, 0.403655, 0.407322, 0.409844, 0.410157, 0.410886, 0.412332, 0.413084, 0.413806, 0.413886, 0.41433, 0.415542, 0.416127, 0.416524, 0.41689, 
0.418509, 0.418869, 0.420089, 0.421526, 0.42178, 0.421825, 0.422038, 0.42373, 0.424005, 0.42557, 0.425585, 0.425873, 0.42589, 0.428878, 0.43039, 
0.432875, 0.434772, 0.435008, 0.436776, 0.443102, 0.444162, 0.446155, 0.446192, 0.447341, 0.448446, 0.448905, 0.449889, 0.450363, 0.450999, 0.453408, 
0.454718, 0.456442, 0.459414, 0.460395, 0.461489, 0.462722, 0.463383, 0.463948, 0.464261, 0.464474, 0.464861, 0.465203, 0.465539, 0.46717, 0.467904, 
0.469967, 0.470023, 0.471538, 0.471603, 0.471675, 0.473098, 0.475176, 0.475313, 0.475813, 0.476232, 0.477139, 0.477369, 0.479019, 0.480033, 0.483253, 
0.483645, 0.485938, 0.488747, 0.489654, 0.489837, 0.489877, 0.49013, 0.490655, 0.490687, 0.493694, 0.494887, 0.495313, 0.495559, 0.495756, 0.496275, 
0.496558, 0.496629, 0.497058, 0.49813, 0.498415, 0.498704, 0.498894, 0.499501, 0.49972, 0.501643, 0.502737, 0.502957, 0.503392, 0.503733, 0.504267, 
0.504408, 0.505695, 0.507043, 0.50863, 0.509411, 0.510675, 0.51185, 0.512546, 0.512977, 0.516358, 0.517843, 0.51802, 0.518179, 0.518686, 0.519655, 
0.519703, 0.51988, 0.522128, 0.523863, 0.524003, 0.524521, 0.526948, 0.527113, 0.527455, 0.528236, 0.528427, 0.528441, 0.529079, 0.529385, 0.530227, 
0.530284, 0.530791, 0.533902, 0.535138, 0.537071, 0.539705, 0.54124, 0.542277, 0.542475, 0.543565, 0.544654, 0.547684, 0.547855, 0.547877, 0.548254, 
0.548594, 0.549501, 0.54983, 0.550401, 0.553022, 0.553077, 0.553744, 0.557546, 0.557662, 0.56172, 0.563023, 0.563849, 0.564597, 0.564631, 0.565502, 
0.566695, 0.56877, 0.569128, 0.569701, 0.572154, 0.572558, 0.572605, 0.572644, 0.572935, 0.573836, 0.576274, 0.576325, 0.580677, 0.58175, 0.583319, 
0.584199, 0.584576, 0.584987, 0.585073, 0.585093, 0.585546, 0.58637, 0.586591, 0.587367, 0.587388, 0.588797, 0.588871, 0.589984, 0.590973, 0.591209, 
0.594723, 0.595259, 0.595818, 0.595901, 0.597116, 0.59735, 0.599824, 0.599905, 0.603985, 0.604257, 0.604325, 0.607228, 0.609623, 0.61183, 0.613366, 
0.614139, 0.614479, 0.614489, 0.616099, 0.617137, 0.617601, 0.620043, 0.620046, 0.620787, 0.622005, 0.622477, 0.623913, 0.625719, 0.626054, 0.626193, 
0.628586, 0.629299, 0.630079, 0.631097, 0.631748, 0.632454, 0.63314, 0.634594, 0.635583, 0.63619, 0.636484, 0.637167, 0.638005, 0.638661, 0.640646, 
0.640795, 0.643073, 0.645036, 0.64605, 0.646804, 0.647649, 0.647686, 0.648646, 0.648801, 0.649974, 0.651167, 0.653723, 0.653773, 0.653875, 0.660544, 
0.663219, 0.663803, 0.664892, 0.667131, 0.667185, 0.667579, 0.668286, 0.668664, 0.670933, 0.672906, 0.673051, 0.673792, 0.674869, 0.676405, 0.676455, 
0.676734, 0.677965, 0.678156, 0.678292, 0.678436, 0.679781, 0.680833, 0.683147, 0.686268, 0.686433, 0.687124, 0.688957, 0.68925, 0.689526, 0.690885, 
0.692247, 0.693899, 0.694021, 0.695328, 0.696912, 0.698394, 0.698705, 0.698823, 0.699108, 0.699911, 0.700106, 0.700223, 0.702856, 0.702898, 0.704478, 
0.704614, 0.70521, 0.706089, 0.708527, 0.708858, 0.709477, 0.709998, 0.710245, 0.710375, 0.710866, 0.711783, 0.712445, 0.712903, 0.71647, 0.718323, 
0.718553, 0.71871, 0.718822, 0.724053, 0.726628, 0.728057, 0.729188, 0.729209, 0.731105, 0.731932, 0.732514, 0.732783, 0.733148, 0.733264, 0.734042, 
0.73627, 0.73758, 0.738387, 0.738525, 0.738567, 0.738747, 0.739386, 0.740684, 0.741305, 0.74261, 0.743105, 0.743198, 0.745159, 0.745618, 0.745744, 
0.748349, 0.749314, 0.74952, 0.751113, 0.752659, 0.754854, 0.755663, 0.757124, 0.759949, 0.760603, 0.761655, 0.762126, 0.762223, 0.762459, 0.76247, 
0.764925, 0.765332, 0.766258, 0.766853, 0.768032, 0.76958, 0.771937, 0.772012, 0.772122, 0.77394, 0.774183, 0.776069, 0.777382, 0.77791, 0.778327, 
0.780075, 0.781136, 0.782178, 0.783457, 0.784362, 0.785608, 0.786916, 0.787325, 0.788633, 0.789942, 0.79144, 0.791473, 0.791738, 0.792791, 0.794131, 
0.795622, 0.795729, 0.796112, 0.798051, 0.798509, 0.799104, 0.799563, 0.800113, 0.803516, 0.804013, 0.805703, 0.806795, 0.807987, 0.809817, 0.810715, 
0.813872, 0.81501, 0.815557, 0.816808, 0.817332, 0.817483, 0.818518, 0.818609, 0.818803, 0.818866, 0.820357, 0.822279, 0.823182, 0.823217, 0.824017, 
0.824894, 0.825351, 0.826401, 0.827825, 0.827981, 0.828123, 0.830147, 0.832381, 0.83253, 0.833055, 0.83398, 0.834408, 0.835388, 0.836481, 0.836499, 
0.836956, 0.838653, 0.84059, 0.841435, 0.84283, 0.843247, 0.843624, 0.846399, 0.846461, 0.846539, 0.846942, 0.846949, 0.847167, 0.848247, 0.848748, 
0.849542, 0.851451, 0.852396, 0.856424, 0.857898, 0.857984, 0.858129, 0.860085, 0.860219, 0.861047, 0.862377, 0.862551, 0.863723, 0.865189, 0.865262, 
0.867273, 0.868628, 0.868796, 0.869176, 0.869508, 0.870262, 0.871309, 0.872918, 0.875421, 0.875908, 0.876698, 0.878475, 0.879384, 0.880452, 0.882602, 
0.885125, 0.886754, 0.887619, 0.88998, 0.890289, 0.890791, 0.891558, 0.891918, 0.892702, 0.89271, 0.894158, 0.8948, 0.895154, 0.896589, 0.896645, 
0.897432, 0.897671, 0.898285, 0.898379, 0.898812, 0.900001, 0.900461, 0.901357, 0.902585, 0.903855, 0.904471, 0.904796, 0.906413, 0.908177, 0.909788, 
0.911351, 0.912485, 0.913229, 0.913307, 0.913462, 0.915965, 0.916958, 0.917277, 0.917812, 0.919856, 0.920792, 0.922858, 0.924134, 0.924158, 0.924703, 
0.925509, 0.926426, 0.92676, 0.928232, 0.928739, 0.929063, 0.93178, 0.932076, 0.935479, 0.936657, 0.938105, 0.940195, 0.940882, 0.941375, 0.941457, 
0.943003, 0.943756, 0.944077, 0.944533, 0.945871, 0.94832, 0.948586, 0.949671, 0.95015, 0.950757, 0.951545, 0.952686, 0.95355, 0.953989, 0.954087, 
0.955391, 0.955675, 0.956835, 0.95793, 0.958508, 0.95861, 0.959953, 0.961646, 0.961807, 0.961913, 0.962145, 0.962845, 0.962936, 0.963657, 0.964356, 
0.96442, 0.964501, 0.966649, 0.966681, 0.967109, 0.967562, 0.967681, 0.968954, 0.970402, 0.972861, 0.973161, 0.974373, 0.9744, 0.974507, 0.97634, 
0.976528, 0.976587, 0.977817, 0.978204, 0.97896, 0.979256, 0.979419, 0.979644, 0.981523, 0.981597, 0.984532, 0.98855, 0.988566, 0.9887, 0.989284, 
0.989744, 0.990703, 0.991369, 0.994693, 0.995889, 0.997299, 0.997943, 0.999003, 0.999294, 0.999815

Exponential Distribution: Data size = 1000, Mean = 1.00895, Variance = 0.935233

0.00158755, 0.00459483, 0.0054629, 0.00573752, 0.00680447, 0.00680614, 0.00683889, 0.00759901, 0.00843254, 0.0087699, 0.00923847, 0.0115513, 0.0118087, 0.0124491, 0.013173, 
0.0132629, 0.0143996, 0.0144119, 0.0159943, 0.017607, 0.0182813, 0.0183871, 0.0186182, 0.0187991, 0.0197508, 0.0241076, 0.0243152, 0.0262366, 0.0278824, 0.0292982, 
0.0297917, 0.0298995, 0.0304964, 0.0323072, 0.0324959, 0.0357977, 0.036846, 0.0382218, 0.0386886, 0.0389393, 0.039627, 0.0400452, 0.0401408, 0.0421164, 0.0421992, 
0.0450146, 0.0491848, 0.0503937, 0.0505332, 0.0525002, 0.0536128, 0.0549425, 0.0558978, 0.0573665, 0.057569, 0.0585224, 0.0590327, 0.0607309, 0.0618521, 0.0628906, 
0.0632749, 0.0643749, 0.0662793, 0.0663644, 0.0667898, 0.0668479, 0.0670534, 0.0674634, 0.0729054, 0.0733784, 0.0755685, 0.0764949, 0.0772313, 0.0773479, 0.0778467, 
0.0797451, 0.0823948, 0.0831915, 0.0833968, 0.0841104, 0.0844156, 0.0857664, 0.0878269, 0.0881415, 0.0890299, 0.0897263, 0.0898126, 0.0921904, 0.0922744, 0.0955441, 
0.0981667, 0.0990232, 0.0991841, 0.0995164, 0.0998904, 0.101675, 0.106978, 0.108303, 0.108722, 0.109601, 0.111096, 0.111273, 0.111711, 0.112101, 0.112484, 
0.112494, 0.112533, 0.112957, 0.114264, 0.114401, 0.114601, 0.115321, 0.116549, 0.117516, 0.117574, 0.120055, 0.121685, 0.123746, 0.123769, 0.125612, 
0.125789, 0.126535, 0.126947, 0.127566, 0.128161, 0.129664, 0.13163, 0.133441, 0.134725, 0.135173, 0.136584, 0.137434, 0.137445, 0.13763, 0.137644, 
0.140202, 0.140243, 0.142624, 0.143077, 0.143239, 0.143844, 0.147568, 0.151977, 0.152137, 0.152929, 0.153641, 0.155304, 0.156123, 0.156145, 0.156343, 
0.158797, 0.159869, 0.162058, 0.16246, 0.163661, 0.164696, 0.166915, 0.167297, 0.167851, 0.168606, 0.170552, 0.171821, 0.173109, 0.175408, 0.175666, 
0.175925, 0.17736, 0.177428, 0.177518, 0.177986, 0.179023, 0.179182, 0.179636, 0.18001, 0.180858, 0.181455, 0.18404, 0.184962, 0.189146, 0.190181, 
0.191869, 0.192161, 0.193262, 0.193681, 0.194969, 0.19605, 0.196696, 0.202144, 0.203672, 0.20412, 0.20563, 0.207082, 0.208301, 0.209589, 0.210952, 
0.212722, 0.21443, 0.215432, 0.215784, 0.216184, 0.216401, 0.216462, 0.216632, 0.217076, 0.219186, 0.221757, 0.222453, 0.222635, 0.222673, 0.223535, 
0.226096, 0.232747, 0.233325, 0.234983, 0.235216, 0.236088, 0.236891, 0.23759, 0.238449, 0.239041, 0.240642, 0.245628, 0.245936, 0.247871, 0.248631, 
